The cream cheeses are out of this world and I love that coffee!!,1
From the entrees to the sides to the drinks  everything was creatively prepared yet still simple.,1
hmmm.,1
Service was prompt and courteous.,1
It was not above ordinary and the beef version had cheap (undercooked) beef.,0
Chance is a small cozy restaurant  with a romantic feel to it  the decor is great.,1
It was nice and fresh  but I can't give it high scores on being authentic thai.,0
Overall  worht every penny.,1
When I called this morning  I didn't think I would be able to get in at 12  but I was able to get in  along with four other guests.,1
Got club soda  filled with ice  no lime.,0
Only wine and beer are served  but the house varities are actually quite good.,1
This place must have cost the owners afortune to build.,0
My mouth starts to water merely thinking about the delight that is this restaurant.,1
I haven't been to the other locations.,1
Oh  and the complimentary pudding dessert was just enough- yummy!,1
People dress in suits or evening gowns as well as shirts jeans.,1
we split a tasty vegetable samosa and the malai tikka wrap.,1
Knowledge of the chef and the waitress are below average.,0
We were walking around the village and went into this place just for some drinks.,1
Decent wine selection too.,1
Go with a group of friends and you will have a great time.,1
It saves walking in and waiting for a table in the often noisy  crowded bar at dinnertime.,0
I have to say I have never had a disapointing meal here.,1
It's one of our favorite places to eat in NY.,1
The place does get crowded  so I recommend going between 4-5 PM.,1
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,1
Disappointing food  lousy service.,0
I'm from sichuan  this is the restaurant I recommend going.,1
This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.,1
If you want a casual neighborhood bistro that has great food and excellent service  this is the place.,1
great place to go for a drink too because they have 100 kinds of beer.,1
But this place is a well-oiled machine so they know what they're doing.,1
Over price  and small portions .,0
Meanwhile  the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil  gratis.,1
But I'd go back,1
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,0
The food was well prepared and the service impecable.,1
BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places  but it is $16 here.,1
Good  dark atmosphere and the music is a nice touch.,1
My husband said the portions were very small  but if my main course was good to eat the portion would've been fine for me.,0
But the thai is definitely not great -- bland and indistinguished.,0
This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).,1
Great for groups  great for a date  great for early brunch or a nightcap.,1
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,1
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,1
Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.,1
That said  I thought Scalini Fedeli was one of the best dining experiences I've EVER had.,1
Everything about this restaurant was special.,1
Because we didn't have a reservation  we could only sit in the back garden  but it was great  secluded and perfect in nice weather.,1
Stuffing yourself with Japanese food is a rare thing.,1
I try my best to give an accurate description of any establishment visited.,1
While the food was good (certainly no Il Mulino) the service was horrendous.,1
It is expensive but well worth the money.,1
Service is not what one would expect from a joint in this price category.,0
Our family never expected such incredible entertainment in a restaurant.,1
i would recommend reservations on weekends though.,1
There are many Thai places in the city but so far Toons is #1.,1
Great pizza for lunch place.,1
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,1
I don't think I would go again.,0
We were a group of 8 and well seved.,1
And that's no mean feat...,1
I often go there to eat with my family.,1
I wish they would change back to what it was before.,0
The signs  the specials menus  food  and even all the waitstaff are ALL TOTALLY Japanese.,1
NO PIZZA 33 for me!,0
I LOVE their spicy scallop roll  and my boyfriend consistently gets the sesame chicken.,1
I'm no food critic  but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.,1
I noted it was crossed off on the bill.,1
Needless to say  I'm never going back and you should be wary too.,0
Best dish is nori-wrapped tuna.,1
The food was absolutely amazing!!,1
Some servers make you feel like they are doing you a favor to bring you the food.,0
An excellent alternative to fast food joints and ordering in but  the food was slightly disappointing.,1
Mermaid Inn is an overall good restaurant with really good seafood.,1
I work around the corner and tried it with a colleague for the first time.,1
I went here with my boyfriend and another couple.,1
The staff is also attentive and friendly.,1
The all you can eat deal is truly amazing here.,1
That is a problem since we paid about 20 bucks a dish  and had to order 5 dishes to get a decent taste.,0
This is definitely a place that provides the best experience  though  to both A-listers and people walking in off the street.,1
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,0
first it took us a long time to find the place.,0
All of the pizzas are terrific and the price is even better!,1
It is about FOOD and Ambiance  and imagine how dreadful it will be it we only had to listen to an idle engine.,0
The food was good too.,1
We have tried every Thai restaurant between Atlantic Avenue and 4th Streets  and Joya is the best.,1
Immediately after we paid  the waiter took the money and said  okay  you guys are outta here.,0
The dining room is quietly elegant with no music to shout over -- how refreshing!,1
Admittedly  this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness  in my opinion) but for simple  elegant sushi there is no better place in New York or anywhere in the US.,1
I am a die hard peep lover.,1
Once you become a regular  you are treated as one.,1
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,1
Everyone treats you like you were part of the family.,1
The white bean brushetta to start was incredible and the pasta was phenomenal.,1
The rest of the menu is limited by everything is good eats.,1
The menu is nothing like the one on the website.,0
Great food  great lay out and awesome service.,1
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,0
SEA has become so popular that they've let it go to their heads.,0
We walked in on a Wednesday night and were seated promptly.,1
Chennai Garden is my favorite Indian restaurant in the city.,1
The wait staff is very freindly  they make it feel like you're eating in a freindly little european town.,1
Oh yeah ever on the west side try there sister resturant Arties Cafe.,1
(Besides that there should be more restaurants like it around the city).,1
My roommate and I LOVE this place.,1
The waitstaff are all very busy  it's not outstanding service  but I've never been dealt with rudely.,0
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,1
Not worth it.,0
In the evening  this place attracted a well dressed  with it  NY crowd.,1
They have it all -- great price  food  and service.,1
So close  but not good enough.,1
This was on a Tuesday night.,1
Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,0
The flavors are great  and the menu is extensive.,1
The food was amazing  the service was so attentive and personable  and how about that ambience!,1
This place has the best interior I have seen anywhere in the northside of W'burg  and will impress whoever you bring there.,1
The food has been consistant for years and it never lets you down.,1
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,1
And forget what you read under me  the atmosphere isn't that bad either.,1
Don't waste your time  or money!!,0
They don't concern much of customer's health  just want to make money.,0
We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing  we just sat down.,0
sometimes i get good food and ok service.,1
We just ate at Kai and were disapointed.,0
It's a place for people who pay a lot for mediocre food  noise and a chance to be with their fellow bridge and tunnel folks.,0
This was a great surprise.,1
After complaining about the chicken dish  the manager came over to tell us that  no one had ever complained before  and that we just didn't know what the dish was supposed to taste like.,0
The food was spicy and delicious.,1
I went with my fiance on a Tuesday evening.,1
A little overpriced but worth it once you take a bite.,1
It was wonderful.,1
Went for a late weekday lunch.,1
I just don't understand all the hype...,0
Bartender was unable to tear himself away from friends at bar.,0
Anyways  if you're in the neighborhood to eat good food  I wouldn't waste my time trying to find something  rather go across the street to Tamari.,1
Dahkin also offers prix fixe lunch and buffet.,1
Although the place could be a little more eye catching and roomier  at the same time  it doesn't really matter.,1
You can barely see who you are with never mind have a conversation.,0
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,1
I don't get it either.,0
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,1
Great place to grab a hot bagel on the way to work.,1
It's like they took leftover chicken  poured oil and sprinkled pepper powder over it (the sauce was translucent and red).,0
One would think we'd get an apology or complimentary drinks - instead  we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.,0
One of my favorite places in Manhattan.,1
They brought glasses and the bottle  and just left the bottle at our table.,1
We actually gave 10% tip (which we have never done despite mediocre food and service)  because we felt totally ripped off.,0
We were looking forward to nice glass of Sangria when we arrived.,1
I would highly recommand requesting a table by the window.,1
While we enjoyed the food  we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.,0
I for one will never patronize them again.,0
I stumbled upon this great pizzeria as I explored my new neighborhood.,1
After hearing a lot of great things about the restaurant  and passing by it on a daily basis  we decided to try.,1
The service  however  was a bright flower in a garden.,1
So  again  give it a try.,1
Stay far away from this place.,0
We will come back!!!,1
We've been to Grocery three times and not once has an item on the menu disappointed.,1
The food is very good too but for the most part  it's just regular food  nothing special.,1
A touch more jalapeno heat for contrast and it would have been very good indeed.,1
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,1
We'd go back again,1
We ate out in the back patio  which is worth it as it's cool and the music is hear well there.,1
The location is perfect.,1
Guacamole+shrimp appetizer was really great  we both had the filet  very good  didn't much like the frites that came with  but the filet was so good  neither of us cared.,1
The lunch special is an asbolute steal.,1
This food is asian-air fusion.,1
Nothing fancy but really good food with pretty reasonable price.,1
The chicken pot pie is excpetiona  the cheeseburger huge and delictable  and the service professional wan warm.,1
While I quite liked the food and the ambience  I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.,1
i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.,1
But on a lazy Saturday night  we ended up going.,1
There are a few Italian employees who may not speak the best English but for me that adds to the experience.,1
I have never eaten in the restaurant  however  upon reading the reviews I got take out last week.,1
Once for dinner and once for brunch.,1
I've been to at Cafe Spice probably 5-8 times  it is probably still the best Indian restaurant around Union Square.,1
Not worth the prices.,0
Would recommend - perfect for those looking for a place close to grand central.,1
From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,1
Service was good and food is wonderful.,1
I only have friends.,1
She gets 10 for her excellent service and advice.,1
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,1
being a fan of spicy ethnic foods  indian included  i made friends with this place long ago.,1
Please save yourself the frustration.,0
And I say snacking because it really is not set up to be a proper dinner.,0
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,1
I have eaten at Saul  many times  the food is always consistently  outrageously good.,1
(Always ask the bartender for the SEASONAL beer!!!,1
If your visiting  you'll enjoy the ambiance and the fact that it's in Time Sq...,1
We were on our way back to NJ  and since I am in NY  we figured why not grab some food?,1
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,1
And comparing it to the Chinatown restaurants is simply not fair.,1
Service and food is what any one would expect when spending that type of money.,1
LOVE the atmosphere - felt like I was in Paris.,1
Every course was better than the next.,1
Not cheap  but not that expensive either.,1
The staff is incredibly helpful and attentive.,1
If presentation and service is your thing  then this magic show works.,1
Apparently  the good cook works then.,1
I was pleasantly suprised.,1
The Yellowtail was particularly good as well.,1
One less manhattanite the better.,1
Everyone is welcomed in as family.,1
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,1
The menu changed  portions were even smaller than before  a lentil dish was salty beyond edibility  a basmati rice dish lacked flavor.,0
Spice is sleek  modern and cool with a menu that will not hurt your wallet.,1
Patroon features a nice cigar bar and has great staff.,1
Hey  I think $2+ for a 5 block walk ain't bad.,1
Very affordable and excellent ambient!,1
Look elsewhere.,0
More important  the sushi rivals the best in Tokyo.,1
I have never had cheescake like this.,1
Bill a little high  but worth it.,1
I seriously doubt I will ever dine at Jimmy's Bronx  or for that matter  Jimmy's Uptown  again.,0
Everyone I bring here always loves it.,1
My co-workers had to wait almost an hour for delivery  only to discover that what they got was not what they ordered.,0
Worth a visit.,1
A real dissapointment.,1
Its a go-to for dates as well as entertaining out of town guests.,1
Why do people rave about the ambience.,0
Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,1
Fluke sashimi drizzled with jalapeno-lime olive oil  the fruit of the oil nicely highlighting the fish's sweetness.,1
Great sushi experience.,1
If you're looking for a great meal at a decent price  go to Del Frisco's!,1
They charge $6.00 for rice.,0
My steak au poivre was one of the worst I've had.,0
On a recent Sunday afternoon  a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.,1
The owner and staff are all Japanese as well and that adds to the entire ambiance.,1
Try the congee and the donut like deep fried dough they call Ow Ley Soh  a delicious and sweet tasting bread.,1
Although the tables may be closely situated  the candle-light  food-quality and service overcompensate.,1
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,1
From the spectacular caviar to the hospitable waitstaff  I felt like royalty and enjoyed every second of it.,1
I will be going back and heartily recommend it!,1
Would definitely visit again.,1
Definitely worth the trip to Battery Park City!,1
Perhaps this food is considered extreme to an Upper East Side resident  but for the rest of us who've actually eaten ethnic food  this is simply dull.,0
The place was real empty but that was because this was the first Sunday they ever opened.,0
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,1
Ambience is delightful  service impeccable.,1
Service was excellent  and the AC worked very well too (thank God  it was hot!).,1
Tasty but expensive.,1
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,1
Both are delicious  the cooks are friendly and are willing to take a moment and speak to you and shake your hand.,1
so i thought why not change it up a bit.,1
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,1
Although be warned their dinner menu to sit and take out prices are different.,1
The staff was accomodating  the food was absolutely delicious and the place is lovely.,1
P.S. Please don't tell anyone in my family i eat there.,1
my picks are:  - Scallion Pancake (fried with vegetable juice  very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans  I wouldn't recommend to my American friends as it's very spicy.,1
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,0
To celebrate a birthday  three of us went to Mare anticipating great food.,1
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,1
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,1
I went to pams with my girlfriend  and i love it.,1
But for whatever reason  prices are about twice as high.,0
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,0
Great atmoshere and worth every bit.,1
We had a most unpleasant experience at this restaurant.,0
The spicy tuna roll was unusually good and the rock shrimp tempura was awesome  great appetizer to share!,1
The staff was knowledgeable and full of personality.,1
Great staff.,1
Only complaint would be that at an average cost of $12-$15 per meal  I'd like not to have to worry about finding a seat!,0
To finish off such a delightful dinner experience you must have dessert  especially the White Chocolate Bread Pudding with Gelato and hot chocolate.,1
The banana tower is an amazing dessert as well.,1
I went there with my friend last saturday.,1
Excellent atmosphere  delicious dishes good and friendly service.,1
A cool place to hang with your friends for a couple of healthy drinks and desserts.,1
Great vibe  lots of people.,1
I like Mamoun's food as well  but side by side  Kati Rolls just produce tastier food hands down.,1
Just an odd group.,1
The service is a bit slow  but harkens back to my years growing up in Napoli  Italy where things are not rushed and when you sit down for dinner the table is yours all night.,1
Either that  or the editor's idea of romance must be sharing a conversation with the next table  while trying to speak louder than the traffic on 57th.,0
I love this place!,1
it is not consistent.,0
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,0
Great food and the prices are very reasonable.,1
Wine list is not huge but def well selected.,1
A cool bar with great food  and tons of excellent beer.,1
Be sure to try the seasonal  and always delicious  specials.,1
The ambience is authentic and relaxing and we have always received attentive and prompt service.,1
Fresh  authentic  french cuisine in substantial portions.,1
Drinks got screwed up  she acted put upon.,0
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,1
At 5 dumplings for $1  you just cannot go wrong.,1
But the pizza is way to expensive.,0
And the staff is also young  energeic and hot!!!!,1
Even better  they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.,1
Service was decent  but not as smooth as I would expect from a place with these prices and reputation.,1
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,1
Good drink.,1
Great food (spinach and corn dumplings and massamman curry)  very friendly and no nonsense service and a clean and funky bathroom.,1
Was there Friday night.,1
We had a girls' night dinner here for restaurant week.,1
Romantic if you want it to be (brightly lit).,1
However  I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.,0
I recommend it!,1
I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,1
enough said!,1
I don't live in NY but my best friend does.,1
My chow fun and chow see was really bland and oily.,0
Even though I made the reservation at 3pm for the same night through Dinnerbroker  we were seated at a table with one of the best view!,1
we did notice however  that some tables had what looked like pita instead of naan.,1
I didn't take a look at the rest menu  but the oysters were fantastic.,1
After the review I treked into Brooklyn.,1
The grilled cheese at home afterwards was better.!!,1
We were pleasantly greeted.,1
The red sliding doors may be unique but they do not block off the cold air from the outside.,0
Great service  great food.,1
The food is expensive  but worth every bite.,1
sometimes i get bad food and bad service  sometimes i get good good and bad service.,0
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,0
In summer-eat outside on a terrace (another great feature of Suan)!!!,1
It's the perfect restaurant for NY life style  it got cool design  awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...,1
Recommendations  of course  are required!,1
We did have to wait at the bar for approx.,0
You fellas above says its the best Taiwanese restaurant in town.,1
Yeah  it's that good.,1
If you love seafood  you would love this place!,1
Good  fast service.,1
Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,1
They charge different prices all the time.,0
To dine at Thalia can be slightly deceiving because while its beautiful on the outside  its so bland on the inside.,0
I was in love with Pongsri on 48th  but compared to Suan it is slow in service and overpriced.,1
My friends and I experienced amazing cheese and a delicious  new summer menu at Artisanal last night.,1
I am so coming back here again  as much as I can.,1
I have been going back again and again.,1
It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic  even.,1
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,0
In terms of the food itself -- nothing special  we limited ourselves to several appetizers.,1
Love the Jazz bands on Fri and Sat.,1
Overall  excellent restaurant!,1
To begin  we were told there was a 30 minute wait and started to leave  when the hostess offered to call us on our cell phone when the table was ready.,1
The servers give you some sample slices of your order while you wait (shortly I might add).,1
The service was ok.,1
When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants  he replied this is not Mcdonald's  every place makes things differently While it is understandable that every place is indeed different  there was not a need to be uncourteous to customers and downright rude.,0
I ate here for the first time and absolutely loved it!,1
Don't expect to sit down inside though  there are only a few tables and they are always full.,0
The staff is accomodating  the ambiance is exciting and yet relaxed  and the food is out of this world!,1
The food was delicious (I had a halibut special  my husband had steak)  and the service was top-notch.,1
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,0
This is by far my favorite place in the neighborhood.,1
But too far east!,0
Satisfying.,1
Highly Highly Highly recommended!,1
it's the only place you can get yummy authentic japanese comfort food.,1
We took advanatage of the half price sushi deal on saturday so it was well worth it.,1
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,1
This place is cool enough to be in the East Village  but French enough to make you feel like you could be in a bistro in a back alley in Paris.,1
We were fast to order the appetizer platter since we were very hungry.,1
The staff are attentive  and have smiles on their faces.,1
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,1
No dress codes  no attitudes  plenty of comfort companionship  a great place to relax in an always busy Midtown.,1
Largest and freshest pieces of sushi  and delicious!,1
Even the pasta is delicious here (a rarity in New York pizza restaurants).,1
but when we looked at the menu  there weren't a lot of choices  most of them were dumplings in the appetizer section.,0
Maybe I say so because it looked promising for people who like artery-clogging jewish deli food  but turns out to be poorly run and awful.,0
After my 3rd time the manager remembered me and treated me like an usual customer.,1
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,1
now if they could only get a toaster.,0
You will find yourself returning quite often.,1
When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms  he's visiting the regulars (a growing legion) and checking on newcomers.,1
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,1
The ingredients taste fresher  the crust is thinner and crispier  the slice is less oily  and it's never burnt like it occasionally is at Joe's.,1
Fish is so very fresh.,1
The prices were CHEAP compared to the quality of service and food.,1
Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,0
Top spot in town for Vietnamese classics  better than places that cost a lot more.,1
less wait time for me!,1
This was the perfect quiet  relaxing  and delicious accompaniment to our afternoon of theater.,1
The decor is really blah  and not at all hip or happening.,1
Having discovered Ping's on the internet  we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.,1
You cannot go wrong at the Red Eye Grill.,1
It appears to be the owner's first venture and it shows.,0
I come from a family of pizzeria owners  and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.,1
I go twice a month!,1
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,1
They have a huge selection of different cream cheeses and all of their salads are great.,1
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,1
The food was authentic.,1
The dim sum is delectable while the prices are quite easy on the wallet.,1
I only tried a simple dish of spinach ravioli in a light oil and garlic sauce  but it actually faired better than most NYC Italian joints I've tried similar dishes at.,1
The worst excuse for Japanese food I've ever encountered.,0
A million better places to go in the city.,0
If celebrities make you sweat  then your in for a ride  but if your like most around these parts then you'll just yawn and wonder whats with all the hype.,1
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,0
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,0
I love it.,1
If you want something really different than try Jekyll and Hyde.,1
We had reservations at 9pm  but was not seated until 10:15pm.,0
We had Pam's special fried fish and it was amazing.,1
Its located in greenewich village.,1
There is no excuse for such lousy service!,1
Three strikes and this restaurant is out.,0
We bring in a party of ten or so every week.,1
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,1
So  a little inconsistency there but either way  both pizzas were really good.,1
Overall the restaurant is more expensive than our other sushi favorites  but everything was delicious.,1
We would return to this place again!,1
Not enough wines by the glass either.,0
I had the duck breast special on my last visit and it was incredible.,1
I must say it's a little pricey for the food because it was not as spectacular as the view.,0
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,1
Just don't take the seat between the bar and the back half of the restaurant  i saw a woman get nudged 40times sitting there.,0
No gimmicks here -- the food speaks for itself in its freshness and preparation.,1
We were worried we would have trouble getting in  but somehow managed to have a short wait.,1
My wife had the fried shrimp which are huge and loved it.,1
Everything I had was good  and I'm a eater.,1
One should not go to Lucky Strike for the food.,0
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,1
We could only get through an appetizer and cheese fondue.,1
To me it exemplifies Soho  cute  artsy  interesting.,1
Try everything for that matter  it is all good.,1
Both times we waited well over a half hour for a table (even though we had reservations).,0
happy to be a regular at this place and would warmly recommend it to anyone.,1
I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,1
night without a reservation  we had to wait at the bar for a little while  but the manager was so nice and made our wait a great experience.,1
Try the green curry!!!,1
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,1
We were also seated promptly at the time of our reservation and the service was very quick and professional.,1
You rarely have to wait for a seat and the currys (masaman  green  red) are full of flavor and come super spicy if you ask for it.,1
The food there are sastifying.,1
I highly recommend to anyone to give this place a try.,1
I highly recommend visiting this restaurant and having dinner and drinks!,1
The bar is very well stocked with interesting beers and well priced wines.,1
I agree.,1
Last memorial day  I tried to make reservations but was told they were closed that weekend (interesting  but...).,1
The food was good.,1
Great wine selection  Gigondas is worth the price  and the house champagne is a great value.,1
at night  but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.,0
It just wasn't Thai.,0
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,1
I particularly love their yellowfun tuna and their mussel selection.,1
I love to visit Murrays for my bagel fix.,1
We made early dinner reservations and were thoroughly impressed  reminds me of my grandfather  its old school Italian scenery with lots of fun stuff to admire.,1
Recommended.,1
The place was nice and calm.,1
Cheese plate is a varied delight and great bargain at $10.,1
I could have drank 4 glasses of water and still been parched - so watch out.,1
When we sat  we got great and fast service.,1
Most of the servers are very attentive  friendly and quite attractive.,1
I think locals rate this place so high.,1
Service is average.,1
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,1
Go girls!!!,1
They forgot a sandwich  didn't include plastic forks  and didn't include pita with the hummus platter.,0
The steak is good  the fish is good and the sushi was surprisingly great.,1
For asian fusion  there are many places further downtown.,1
Old school meets New world.,1
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,1
The service was poor  restaurant poorly lit  staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.,1
This is probably one of my new favorite places.,1
For being number 1  this place has alot of work to do in order to truly earn its so called reputation.,0
For myself and family we would only go here to celebrate an occassion  I do prefer smaller  quiter restaurants.,1
The one on the east side is much better than the one on the west side.,1
They all know you.,1
My GF and I still choose to eat there a lot because of diverse cocktails  the chill decor  and the decent sushi.,1
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,1
The buffet had a nice selection.,1
Waitstaff are very friendly.,1
This restaurant is such a great place.,1
Once you step into Cosette  you're miraculously in a small  off-the-beaten path Parisian bistro.,1
I've been several times and am totally smitten.,1
Terrible experience.,0
I love the place.,1
Service was slow had to wait to order and get food although not crowded.,1
Will have to return to try the chocolate!,1
It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom  not mushrooms.,1
There is a real gallery of stars that have visited.,1
The food was below average  the service was pathetic  there was no ambience at all.,1
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,1
Our first time in New York and we had to try a New York Bagel.,1
service was efficient courteous.,1
this one is definintely my least favorite.,0
I have been urged by friends for months to check out the mermaid inn.,1
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,0
Everytime my husband and I go there  we are never disappointed.,1
They are the best bagels I've had.,1
We were not disappointed.,1
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,1
Toons has recently been redone  so it's now a very attractive space.,1
$160 for 2 filets  2 sides  an appetizer and drinks.,1
While the prices are nothing special  the portions are huge.,1
Its a nice quiet location to go eat a good meal  relax  be able to talk and have a very good time.,1
We arrived for dinner expecting to be impressed by a place that has an impressive past - but  that's just it -- the PAST!,0
However  I think this place is a good hang out spot.,1
The menu is Prix Fixe  so be prepared to spend at least $60 per person  but it is Well worth itsuperb food.,1
Rao is a good restaurant  but it's nothing special.,1
The wine list is extensive and impressive.,1
We had the most wonderful waitress.,1
While the staff at this little bistro is very friendly  I have never experienced more incompetency.,1
The quail was fantastic and unique and the pastas were full of flavor.,1
When we left at 8:00 PM  it was packed and noisy.,0
Okay  so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.,1
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,1
The staff is courteous and friendly.,1
Never fails to please.,1
Decor is nice though service can be spotty.,1
Aside from the rushed service  we were very impressed with the food and the drinks.,1
Will absolutely visit again.,1
Make sure you have the Spicy Scallop roll.. .,1
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,1
And even with it's Pub atmosphere they were great to my kids too!,1
This big draw is the all you can sushi here for $19.95!,1
I consider the best Grand Sichuan restaurant in NYC.,1
we spent 50 $$ definetly will come back with my friends!!!,1
Went to Village last night for my birthday.,1
Some of the workers ignore me and talk to the female customers  other times  they've skipped my order.,0
The specials are usually quite good too.,1
They've the best desserts and mixed drinks as well as snack foods.,1
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,1
That's good and bad.,1
Really cool stauff inside.,1
While the new restaurant still features much of the same classical furniture that made Tiffin so attractive  the menu has been overhauled.,1
The best burger I have had in the Village.,1
We visited Orsay during NY Restaurant Week and tried their $35 menu.,1
I would have gotten some cole slaw and a knish if my stomach had more space.,1
came here for restaurant week  didn't save much  but it was still great.,1
Would NEVER go back there.,0
